DRG 	FINAL_RULE_POST_ACUTE	FINAL_RULE_SPECIAL_PAY	MDC	TYPE	DRG_DESC	RW	GMLOS	AMLOS	Year
564	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC	1.4459	4.6825	6.1903	2013
565	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC	0.9386	3.6265	4.5178	2013
566	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC	0.6786	2.556	3.207	2013
570	Yes	No	09	SURG	SKIN DEBRIDEMENT W MCC	2.4688	7.5233	9.85	2013
571	Yes	No	09	SURG	SKIN DEBRIDEMENT W CC	1.4969	5.5401	6.6539	2013
572	Yes	No	09	SURG	SKIN DEBRIDEMENT W/O CC/MCC	1.0036	3.8899	4.684	2013
573	Yes	No	09	SURG	SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC	3.5637	8.575	13.0421	2013
574	Yes	No	09	SURG	SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC	2.4469	7.171	9.5125	2013
575	Yes	No	09	SURG	SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC	1.3266	4.0051	5.3368	2013
576	No	No	09	SURG	SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC	4.2457	8.4717	12.8663	2013
577	No	No	09	SURG	SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC	1.8963	3.9254	5.7882	2013
578	No	No	09	SURG	SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC	1.1312	2.3278	3.1812	2013
579	Yes	No	09	SURG	OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC	2.7186	7.2752	9.5629	2013
580	Yes	No	09	SURG	OTHER SKIN, SUBCUT TISS & BREAST PROC W CC	1.4875	3.7447	5.1479	2013
581	Yes	No	09	SURG	OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC	0.9916	1.9641	2.5499	2013
582	No	No	09	SURG	MASTECTOMY FOR MALIGNANCY W CC/MCC	1.1283	2.0074	2.6997	2013
583	No	No	09	SURG	MASTECTOMY FOR MALIGNANCY W/O CC/MCC	0.8992	1.4995	1.7217	2013
584	No	No	09	SURG	BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC	1.655	3.7174	5.3248	2013
585	No	No	09	SURG	BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC	1.1381	1.7914	2.2158	2013
592	Yes	No	09	MED	SKIN ULCERS W MCC	1.4632	5.3359	6.9401	2013
593	Yes	No	09	MED	SKIN ULCERS W CC	0.9912	4.3695	5.2994	2013
594	Yes	No	09	MED	SKIN ULCERS W/O CC/MCC	0.6782	3.1724	3.9499	2013
595	No	No	09	MED	MAJOR SKIN DISORDERS W MCC	1.8803	5.8866	7.6802	2013
596	No	No	09	MED	MAJOR SKIN DISORDERS W/O MCC	0.888	3.6123	4.5332	2013
597	No	No	09	MED	MALIGNANT BREAST DISORDERS W MCC	1.6026	5.3981	7.2256	2013
598	No	No	09	MED	MALIGNANT BREAST DISORDERS W CC	1.228	4.1396	5.4716	2013
599	No	No	09	MED	MALIGNANT BREAST DISORDERS W/O CC/MCC	0.665	2.3114	3.1208	2013
600	No	No	09	MED	NON-MALIGNANT BREAST DISORDERS W CC/MCC	0.9968	4.0058	5.0458	2013
601	No	No	09	MED	NON-MALIGNANT BREAST DISORDERS W/O CC/MCC	0.6247	2.9742	3.5862	2013
602	Yes	No	09	MED	CELLULITIS W MCC	1.4883	5.1757	6.4742	2013
603	Yes	No	09	MED	CELLULITIS W/O MCC	0.8392	3.6361	4.3371	2013
604	No	No	09	MED	TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC	1.3297	3.9485	5.2874	2013
605	No	No	09	MED	TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC	0.7552	2.5921	3.2151	2013
606	No	No	09	MED	MINOR SKIN DISORDERS W MCC	1.3936	4.2216	6.0006	2013
607	No	No	09	MED	MINOR SKIN DISORDERS W/O MCC	0.6892	2.8128	3.5857	2013
614	No	No	10	SURG	ADRENAL & PITUITARY PROCEDURES W CC/MCC	2.3998	4.2212	5.7401	2013
615	No	No	10	SURG	ADRENAL & PITUITARY PROCEDURES W/O CC/MCC	1.4036	2.3366	2.7188	2013
616	Yes	No	10	SURG	AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC	4.3525	11.4674	14.1094	2013
617	Yes	No	10	SURG	AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC	1.9716	6.1607	7.4713	2013
618	Yes	No	10	SURG	AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC	1.1287	3.972	5.0155	2013
619	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W MCC	3.4876	4.6189	7.2521	2013
620	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W CC	1.8601	2.4884	3.0566	2013
621	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W/O CC/MCC	1.5026	1.649	1.8627	2013
622	Yes	No	10	SURG	SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC	3.5668	9.6557	12.7617	2013
623	Yes	No	10	SURG	SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC	1.8221	5.9472	7.2955	2013
624	Yes	No	10	SURG	SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC	0.9662	3.5992	4.3575	2013
625	No	No	10	SURG	THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC	2.3606	4.3711	6.8145	2013
626	No	No	10	SURG	THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC	1.2163	2.0218	2.9451	2013
627	No	No	10	SURG	THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC	0.8217	1.2342	1.3934	2013
628	Yes	No	10	SURG	OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC	3.2936	6.8418	10.0302	2013
629	Yes	No	10	SURG	OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC	2.144	6.1251	7.4301	2013
630	Yes	No	10	SURG	OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC	1.2266	3.0719	4.138	2013
637	Yes	No	10	MED	DIABETES W MCC	1.407	4.2959	5.653	2013
638	Yes	No	10	MED	DIABETES W CC	0.8218	3.074	3.8314	2013
639	Yes	No	10	MED	DIABETES W/O CC/MCC	0.5558	2.1943	2.6503	2013
640	Yes	No	10	MED	MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC	1.1076	3.4069	4.7001	2013
641	Yes	No	10	MED	MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC	0.692	2.7411	3.4028	2013
642	No	No	10	MED	INBORN AND OTHER DISORDERS OF METABOLISM	1.1233	3.3456	4.6153	2013
643	Yes	No	10	MED	ENDOCRINE DISORDERS W MCC	1.7094	5.6572	7.1345	2013
644	Yes	No	10	MED	ENDOCRINE DISORDERS W CC	1.0508	3.9704	4.918	2013
645	Yes	No	10	MED	ENDOCRINE DISORDERS W/O CC/MCC	0.7233	2.8207	3.4069	2013
652	No	No	11	SURG	KIDNEY TRANSPLANT	3.0825	6.0064	7.0131	2013
653	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W MCC	6.1649	13.076	16.0052	2013
654	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W CC	3.1279	7.885	9.017	2013
655	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W/O CC/MCC	2.0913	4.7361	5.5545	2013
656	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC	3.5136	7.3328	9.5272	2013
657	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC	1.9904	4.5967	5.4262	2013
658	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC	1.4836	2.8754	3.2435	2013
659	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC	3.5192	7.9444	10.8115	2013
660	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC	1.8829	4.3514	5.7634	2013
661	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC	1.3335	2.3269	2.8502	2013
662	No	No	11	SURG	MINOR BLADDER PROCEDURES W MCC	2.9941	7.5497	10.2683	2013
663	No	No	11	SURG	MINOR BLADDER PROCEDURES W CC	1.5295	3.7715	5.2202	2013
664	No	No	11	SURG	MINOR BLADDER PROCEDURES W/O CC/MCC	1.126	1.6097	2.0092	2013
665	No	No	11	SURG	PROSTATECTOMY W MCC	3.0737	9.532	11.9406	2013
666	No	No	11	SURG	PROSTATECTOMY W CC	1.6602	4.4888	6.191	2013
667	No	No	11	SURG	PROSTATECTOMY W/O CC/MCC	0.876	1.9792	2.6061	2013
668	No	No	11	SURG	TRANSURETHRAL PROCEDURES W MCC	2.4731	6.7363	8.7684	2013
669	No	No	11	SURG	TRANSURETHRAL PROCEDURES W CC	1.3015	3.101	4.2443	2013
670	No	No	11	SURG	TRANSURETHRAL PROCEDURES W/O CC/MCC	0.8326	1.9082	2.4431	2013
671	No	No	11	SURG	URETHRAL PROCEDURES W CC/MCC	1.4513	3.7313	5.191	2013
672	No	No	11	SURG	URETHRAL PROCEDURES W/O CC/MCC	0.8383	1.8446	2.2986	2013
673	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC	3.0591	6.4349	9.7949	2013
674	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W CC	2.1887	5.1087	6.9937	2013
675	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC	1.3558	1.7995	2.5219	2013
682	Yes	No	11	MED	RENAL FAILURE W MCC	1.5862	4.863	6.4654	2013
683	Yes	No	11	MED	RENAL FAILURE W CC	0.9958	3.7908	4.6553	2013
684	Yes	No	11	MED	RENAL FAILURE W/O CC/MCC	0.6432	2.6184	3.1378	2013
685	No	No	11	MED	ADMIT FOR RENAL DIALYSIS	0.8899	2.5332	3.4995	2013
686	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W MCC	1.6823	5.4095	7.1591	2013
687	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W CC	1.0499	3.6373	4.708	2013
688	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC	0.6805	2.2391	2.8658	2013
689	Yes	No	11	MED	KIDNEY & URINARY TRACT INFECTIONS W MCC	1.1784	4.4503	5.494	2013
690	Yes	No	11	MED	KIDNEY & URINARY TRACT INFECTIONS W/O MCC	0.781	3.249	3.8866	2013
691	No	No	11	MED	URINARY STONES W ESW LITHOTRIPSY W CC/MCC	1.5632	3.0185	4.0256	2013
692	No	No	11	MED	URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC	1.0563	1.7216	2.0977	2013
693	No	No	11	MED	URINARY STONES W/O ESW LITHOTRIPSY W MCC	1.4169	4.0283	5.2376	2013
694	No	No	11	MED	URINARY STONES W/O ESW LITHOTRIPSY W/O MCC	0.7017	1.9626	2.4362	2013
695	No	No	11	MED	KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC	1.2944	4.1817	5.4872	2013
696	No	No	11	MED	KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC	0.6639	2.5207	3.1073	2013
697	No	No	11	MED	URETHRAL STRICTURE	0.8246	2.4688	3.206	2013
698	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC	1.5995	5.1733	6.5971	2013
699	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC	0.9998	3.5801	4.5043	2013
700	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC	0.6854	2.6331	3.2773	2013
707	No	No	12	SURG	MAJOR MALE PELVIC PROCEDURES W CC/MCC	1.8134	3.0394	4.073	2013
708	No	No	12	SURG	MAJOR MALE PELVIC PROCEDURES W/O CC/MCC	1.2936	1.502	1.7249	2013
709	No	No	12	SURG	PENIS PROCEDURES W CC/MCC	2.0087	3.9606	6.444	2013
710	No	No	12	SURG	PENIS PROCEDURES W/O CC/MCC	1.2991	1.4794	1.8457	2013
711	No	No	12	SURG	TESTES PROCEDURES W CC/MCC	1.9631	5.5133	7.8213	2013
712	No	No	12	SURG	TESTES PROCEDURES W/O CC/MCC	0.8418	2.3014	3.2023	2013
713	No	No	12	SURG	TRANSURETHRAL PROSTATECTOMY W CC/MCC	1.3234	3.1209	4.3994	2013
714	No	No	12	SURG	TRANSURETHRAL PROSTATECTOMY W/O CC/MCC	0.6983	1.6035	1.8436	2013
715	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC	1.9149	4.3865	6.6	2013
716	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC	0.9656	1.298	1.5213	2013
717	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC	1.7261	4.5312	6.1748	2013
718	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC	0.8657	2.2183	2.9768	2013
722	No	No	12	MED	MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC	1.669	5.3549	7.1951	2013
723	No	No	12	MED	MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC	1.1066	3.957	5.1062	2013
724	No	No	12	MED	MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC	0.6509	2.0256	2.603	2013
725	No	No	12	MED	BENIGN PROSTATIC HYPERTROPHY W MCC	1.2976	4.6156	5.8506	2013
726	No	No	12	MED	BENIGN PROSTATIC HYPERTROPHY W/O MCC	0.7085	2.6948	3.371	2013
727	No	No	12	MED	INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC	1.4014	5.0053	6.3185	2013
728	No	No	12	MED	INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC	0.7721	3.2624	3.9485	2013
729	No	No	12	MED	OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC	1.0357	3.3656	4.3683	2013
730	No	No	12	MED	OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC	0.6113	1.9912	2.5206	2013
734	No	No	13	SURG	PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC	2.6652	5.0073	7.1179	2013
735	No	No	13	SURG	PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC	1.1682	1.8686	2.2662	2013
736	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC	4.414	10.7108	13.0083	2013
737	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC	2.0049	5.4429	6.4	2013
738	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC	1.2853	2.9592	3.3592	2013
739	No	No	13	SURG	UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC	3.3219	6.8001	9.2346	2013
740	No	No	13	SURG	UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC	1.5688	3.2752	4.1654	2013
741	No	No	13	SURG	UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC	1.1499	1.8298	2.1516	2013
742	No	No	13	SURG	UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC	1.4157	2.927	3.8666	2013
743	No	No	13	SURG	UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC	0.9653	1.7215	1.9372	2013
744	No	No	13	SURG	D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC	1.5573	4.0977	5.892	2013
745	No	No	13	SURG	D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC	0.8109	1.7923	2.1756	2013
746	No	No	13	SURG	VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC	1.385	3.0344	4.3721	2013
747	No	No	13	SURG	VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC	0.8818	1.4979	1.7514	2013
748	No	No	13	SURG	FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES	0.9773	1.4312	1.68	2013
749	No	No	13	SURG	OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC	2.5755	6.0986	8.6313	2013
750	No	No	13	SURG	OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC	1.0675	2.3809	2.9772	2013
754	No	No	13	MED	MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC	1.9833	5.9084	8.1105	2013
755	No	No	13	MED	MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC	1.099	3.7844	5.0027	2013
756	No	No	13	MED	MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC	0.5777	2.0976	2.6807	2013
757	No	No	13	MED	INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC	1.6945	6.0308	7.8434	2013
758	No	No	13	MED	INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC	1.079	4.3902	5.4185	2013
759	No	No	13	MED	INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC	0.7173	3.0692	3.6872	2013
760	No	No	13	MED	MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC	0.8062	2.7762	3.6041	2013
761	No	No	13	MED	MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC	0.4951	1.7877	2.2162	2013
765	No	No	14	SURG	CESAREAN SECTION W CC/MCC	1.2194	3.8071	4.7939	2013
766	No	No	14	SURG	CESAREAN SECTION W/O CC/MCC	0.8586	2.874	3.0827	2013
767	No	No	14	SURG	VAGINAL DELIVERY W STERILIZATION &/OR D&C	0.9225	2.5244	3.1955	2013
768	No	No	14	SURG	VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C	1.8304	4.7	5.8	2013
769	No	No	14	SURG	POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE	1.4668	3.2839	4.9561	2013
770	No	No	14	SURG	ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY	0.6489	1.565	2.0173	2013
774	No	No	14	MED	VAGINAL DELIVERY W COMPLICATING DIAGNOSES	0.7217	2.6073	3.3039	2013
775	No	No	14	MED	VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES	0.5755	2.1092	2.3553	2013
776	No	No	14	MED	POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE	0.6565	2.5384	3.2237	2013
777	No	No	14	MED	ECTOPIC PREGNANCY	0.8777	1.8784	2.3143	2013
778	No	No	14	MED	THREATENED ABORTION	0.5049	2.1019	3.1116	2013
779	No	No	14	MED	ABORTION W/O D&C	0.4962	1.5534	1.8829	2013
780	No	No	14	MED	FALSE LABOR	0.1896	1.1073	1.186	2013
781	No	No	14	MED	OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS	0.6687	2.6348	3.7533	2013
782	No	No	14	MED	OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS	0.405	1.8208	2.5888	2013
789	No	No	15	MED	NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY	1.5035	1.8	1.8	2013
790	No	No	15	MED	EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE	4.9579	17.9	17.9	2013
791	No	No	15	MED	PREMATURITY W MAJOR PROBLEMS	3.3861	13.3	13.3	2013
792	No	No	15	MED	PREMATURITY W/O MAJOR PROBLEMS	2.0431	8.6	8.6	2013
793	No	No	15	MED	FULL TERM NEONATE W MAJOR PROBLEMS	3.4783	4.7	4.7	2013
794	No	No	15	MED	NEONATE W OTHER SIGNIFICANT PROBLEMS	1.2311	3.4	3.4	2013
795	No	No	15	MED	NORMAL NEWBORN	0.1667	3.1	3.1	2013
799	No	No	16	SURG	SPLENECTOMY W MCC	5.1496	9.6686	12.6592	2013
800	No	No	16	SURG	SPLENECTOMY W CC	2.6372	5.4681	7.0919	2013
801	No	No	16	SURG	SPLENECTOMY W/O CC/MCC	1.5736	2.9747	3.7944	2013
802	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC	3.6452	8.3115	11.4201	2013
803	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC	1.7576	4.386	5.7587	2013
804	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC	1.1211	2.3118	3.0577	2013
808	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC	2.0902	5.9184	7.7693	2013
809	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC	1.1767	3.7444	4.7443	2013
810	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC	0.849	2.693	3.3933	2013
811	No	No	16	MED	RED BLOOD CELL DISORDERS W MCC	1.2556	3.6828	4.9904	2013
812	No	No	16	MED	RED BLOOD CELL DISORDERS W/O MCC	0.7872	2.619	3.3911	2013
813	No	No	16	MED	COAGULATION DISORDERS	1.5841	3.5515	4.969	2013
814	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC	1.6794	4.866	6.5678	2013
815	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC	1.0102	3.4962	4.4646	2013
816	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC	0.6918	2.5032	3.0702	2013
820	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC	5.7228	12.6927	16.9376	2013
821	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC	2.3066	4.9785	6.9327	2013
822	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC	1.1935	2.2023	2.836	2013
823	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC	4.5397	11.6922	14.8256	2013
824	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC	2.2603	6.1869	8.0945	2013
825	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC	1.2712	2.7051	3.7631	2013
826	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC	4.868	10.929	14.005	2013
827	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC	2.1765	5.2652	6.8101	2013
828	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC	1.3409	2.7725	3.4166	2013
829	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC	3.0335	6.379	9.6257	2013
830	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC	1.1804	2.4964	3.285	2013
834	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC	5.1622	9.8558	16.0961	2013
835	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC	2.2133	5.0721	8.2507	2013
836	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC	1.0992	2.7654	4.0088	2013
837	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC	6.4881	16.6602	22.4882	2013
838	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT	2.7537	7.2106	10.1812	2013
839	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC	1.2412	4.7232	5.5505	2013
840	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W MCC	3.0103	7.7158	10.5167	2013
841	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W CC	1.6192	4.8295	6.3679	2013
842	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC	1.045	3.024	3.9514	2013
843	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC	1.8719	5.8993	7.8756	2013
844	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC	1.2216	4.2553	5.5639	2013
845	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC	0.8612	2.8809	3.7556	2013
846	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC	2.4374	5.7048	8.2586	2013
847	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC	1.0447	2.8795	3.5181	2013
848	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC	0.7878	2.4261	2.975	2013
849	No	No	17	MED	RADIOTHERAPY	1.3396	4.6067	6.1715	2013
853	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC	5.3431	11.3468	14.5849	2013
854	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC	2.5583	7.3364	8.8226	2013
855	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC	1.5331	3.53	4.9399	2013
856	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC	4.8125	10.5184	13.9737	2013
857	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC	2.0649	5.8137	7.3841	2013
858	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC	1.2534	3.8409	4.7315	2013
862	Yes	No	18	MED	POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC	2.0099	5.7162	7.5628	2013
863	Yes	No	18	MED	POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC	0.9822	3.821	4.6792	2013
864	No	No	18	MED	FEVER	0.8443	2.9415	3.6711	2013
865	No	No	18	MED	VIRAL ILLNESS W MCC	1.5181	4.4275	6.247	2013
